report_no,name,energy,protein,fat,carbohydrate,sugars,sodium,cholesterol,saturated_fat,trans_fat,dietary_fiber
198904450141139,BB LAB 유기농 애사비레몬워터,3.0,0.07,0.07,0.44,0.17,2.0,0.0,0.0,0.0,0.0
19890445014636,6년근 고려홍삼영지정 프리미엄 골드,300.0,0.0,0.0,80.0,14.0,0.0,0.0,0.0,0.0,0.0
19890445014772,6년근고려진홍삼,46.0,0.0,0.0,11.43,8.57,29.0,0.0,0.0,0.0,0.0
19890445014994,HPH 6년근 고려홍삼정 하루스틱,200.0,0.0,0.0,53.33,6.67,0.0,0.0,0.0,0.0,0.0
19890474008226,50% 당을 낮춘 새콤달콤 유부초밥,175.0,9.0,11.0,11.0,7.0,900.0,5.0,1.7,0.0,0.0
19890601199137,Home plus 딸기잼,250.0,0.0,0.0,65.0,40.0,0.0,0.0,0.0,0.0,0.0
1989062503691,153쫄깃치자구포국수,358.0,10.0,1.0,76.0,3.0,1052.0,0.0,0.0,0.0,0.0
19900275002562,MAX 치즈팡,210.0,8.0,14.0,14.0,6.0,720.0,40.0,9.0,0.0,0.0
19900275002576,(냉동)바른어묵 국탕용종합,180.0,8.0,6.0,24.0,8.0,1150.0,25.0,0.9,0.0,0.0
19900355116393,3가지 떡볶이 스낵,500.0,6.4,24.4,63.7,15.7,873.0,0.0,9.8,0.1,0.0
19900364031593,5가지모둠감자,167.0,2.22,6.48,24.81,0.0,272.0,0.0,2.44,0.0,0.0
19900481060214,All New! 비틀즈,412.0,0.0,7.54,85.97,82.46,0.0,0.0,7.37,0.0,0.0
1991012803954,LF 당고꼬치,210.0,4.3,0.8,46.4,0.0,157.0,0.0,0.3,0.0,0.0
1991012803955,LF 누들떡볶이떡,210.0,4.3,0.8,46.4,0.0,157.0,0.0,0.3,0.0,0.0
19910144038985,12곡잡곡밥,160.0,4.0,1.1,35.0,0.0,0.0,0.0,0.0,0.0,3.4
1991020505666,6년근 홍삼캔디,386.0,0.0,0.0,96.49,67.54,0.0,0.0,0.0,0.0,0.0
199102270211086,364시간 주종발효 통팥 도라야끼,272.0,5.17,2.67,56.67,21.67,142.0,125.0,0.83,0.0,0.0
199102270211150,GFFG 붓세피,327.0,6.96,10.44,51.31,31.31,209.0,291.32,3.74,0.09,0.0
19910355148374,990 한입쏙 쌀떡국떡,260.0,5.2,1.0,58.4,0.0,300.0,0.0,0.32,0.0,0.0
19910355148375,990 한입쏙 구멍난 떡볶이떡,230.0,4.0,0.5,53.0,0.0,200.0,0.0,0.2,0.0,0.0
1991037006424,17곡냉면,244.0,6.2,0.98,53.0,1.2,320.0,0.0,0.24,0.0,0.0
1991037006425,17곡쌀칼국수,121.0,3.0,3.0,26.0,0.6,195.0,0.0,0.14,0.0,0.0
1991037006427,17곡들깨칼국수,140.0,3.95,2.85,24.12,1.32,377.0,0.0,1.97,0.0,0.0
19910372063167,19곡 혼합곡물,426.0,18.79,9.35,66.62,1.56,6.0,0.0,1.53,0.02,0.0
1991037209245,8가지 생생건더기 꼬마유부 초밥,126.0,5.64,4.62,15.38,7.69,785.0,0.0,0.92,0.0,0.5
19910386025659,1분즉석국 미역미소된장국,339.0,18.1,4.5,56.5,12.8,5098.0,0.0,0.8,0.0,0.0
19910386025660,1분즉석국 황태미역국,381.0,14.2,9.9,58.7,4.3,5224.0,23.4,1.7,0.06,0.0
19910386025661,1분즉석국 계란북엇국,401.0,26.0,12.1,47.1,2.3,4164.0,124.6,2.4,0.08,0.0
199104450774122,CJ시저드레싱,415.0,3.0,37.0,17.0,11.0,1100.0,15.0,7.0,0.0,0.0
199104450779019,1860 조셉말린 피쉬 앤 칩스 타르타르소스,308.0,0.4,25.19,19.83,10.94,705.0,5.05,4.49,0.01,0.0
199104450779171,CJ고메 콘크림수프,99.0,1.69,4.67,11.8,7.75,296.0,7.99,3.17,0.05,0.0
199104450779386,130직화간짜장소스,186.0,5.7,9.42,19.61,10.09,2045.0,3.18,2.07,0.03,0.0
1991045804762,8가지국산양념쌈장,200.0,9.0,4.0,32.0,18.0,1830.0,0.0,0.9,0.0,0.0
19910461077276,5곡봉,467.0,7.78,15.22,74.44,18.89,450.0,0.0,6.89,0.0,0.0
19910461077567,13곡 버터와플,505.0,6.6,23.44,66.82,18.15,236.0,32.92,10.12,0.17,0.0
19910464049541,HONEST 스윗딸기베이스,250.0,0.36,0.01,62.19,58.82,18.0,0.0,0.0,0.0,0.0
1991048102319,ID 패션후르츠차(Passionfruit Tea),292.0,0.4,0.57,59.8,55.6,67.0,0.0,0.0,0.0,0.0
19910492029309,CJ얼큰우동 한그릇,157.0,4.52,1.54,31.22,2.26,1000.0,0.0,0.54,0.0,0.0
19910492029552,CJ가쓰오우동 한그릇,160.0,4.04,1.71,33.26,2.25,692.0,0.0,0.36,0.0,0.0
19910492029828,CJ비비고김치왕만두,175.0,7.0,6.0,23.0,4.0,470.0,5.0,2.0,0.05,0.0
19910512116206,999사과주스,60.0,0.11,0.09,14.58,11.58,11.0,0.0,0.0,0.0,0.0
19910512116207,ABP 주스,53.0,0.19,0.1,12.84,9.68,22.0,0.0,0.0,0.0,0.0
1992025503613,3배사과식초,12.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
19920255036136,(이마트)마라탕,49.0,3.6,3.0,1.8,1.0,424.0,6.0,0.7,0.08,0.0
19920255036138,(트레이더스)마라탕,49.0,3.6,3.0,1.8,1.0,424.0,6.0,0.7,0.08,0.0
199202550365,2배 사과식초,12.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
199202550367,2배 양조식초,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1992030803839,3분 스위트칠리치킨,190.0,10.0,8.67,18.0,12.67,360.0,40.0,2.87,0.0,0.0
1992030803840,3분 데리야끼치킨,210.0,10.0,9.33,21.33,14.67,533.0,46.67,3.13,0.0,0.0
1992030803854,3분미트볼,173.0,14.0,5.33,9.33,3.33,560.0,40.0,1.27,0.0,0.0
1992030803855,3분바베큐치킨,180.0,10.67,8.67,14.67,10.0,367.0,40.0,2.53,0.0,0.0
1992030803856,3분탕수완자,173.0,12.0,6.0,18.0,11.33,480.0,33.33,2.33,0.0,0.0
1992030803861,3분 햄버그스테이크,150.0,10.0,4.29,17.86,7.86,393.0,32.14,1.57,0.0,0.0
19920355108337,17곡현미 미숫가루,405.0,10.0,3.25,82.5,0.0,78.0,0.0,1.25,0.0,0.0
19920355173421,KFC 갈릭라이스,202.0,3.7,2.8,40.6,1.1,214.0,0.7,1.0,0.0,0.0
19920355173440,LF FOOD 야채교자,214.0,9.9,8.8,23.7,1.5,285.0,15.5,3.0,0.0,0.0
19920355173489,3분 닭가슴살 고기만두,167.0,10.71,6.55,16.07,1.19,304.0,29.76,2.02,0.0,0.0
19920355173490,3분 닭가슴살 김치만두,161.0,10.12,5.36,17.86,0.6,381.0,23.81,1.61,0.0,0.0
19920355173500,K 김치볶음밥,175.0,4.27,2.63,33.66,3.87,593.0,6.67,0.7,0.0,0.0
19920372190399,Homeplus Signature 국산돼지 볶음고추장,245.0,7.0,4.8,43.0,17.0,1940.0,10.0,1.3,0.0,0.0
19920372190506,K-핫소스,145.0,1.6,1.8,30.0,10.0,1550.0,0.0,0.3,0.0,0.0
19920392069421,HEYROO 된장국,330.0,19.3,7.11,47.2,15.1,6700.0,11.1,1.96,0.11,0.0
19920444004328,CJ 습 떡볶이,275.0,5.0,1.0,62.0,7.0,710.0,0.0,0.0,0.0,0.0
19920461131289,3가지맛 즉석라볶이,317.0,4.82,6.7,59.33,7.75,1085.0,1.05,3.42,0.04,0.0
19920461131302,3가지맛 칼떡볶이,268.0,4.74,2.76,56.0,9.42,1066.0,1.06,1.49,0.04,0.0
19920562023502,HITE ZERO 0.00 POMELO FLAVOR 하이트제로 0.00 포멜로향,4.0,0.0,0.0,1.66,0.0,20.0,0.0,0.0,0.0,1.4
19920624042943,HITE NON-ALCOHOLIC 0.7% 하이트 논알콜릭 0.7%,5.0,0.32,0.0,1.83,0.0,10.0,0.0,0.0,0.0,1.7
19930154127489,23곡미숫가루,400.0,10.0,2.0,86.67,26.67,200.0,0.0,0.33,0.0,0.0
19930188025112,Ghana 쵸코우유,60.0,2.2,1.7,9.0,8.5,40.0,2.5,1.65,0.0,0.0
199301880912282,56시간 저온숙성 熟 익을[숙] 탕종찰숙식빵,266.0,6.0,6.0,47.0,9.0,480.0,5.0,2.4,0.0,0.0
199301880912490,FROZEN 플레인식빵,230.0,6.0,2.4,46.0,4.0,430.0,0.0,0.8,0.0,0.0
199301880912639,MEGA크림치즈볼711g,340.0,5.0,10.0,57.0,36.0,240.0,70.0,2.7,0.0,0.0
199301880912719,FF)프리미엄참깨번,252.0,6.67,4.33,46.67,8.33,417.0,0.0,0.5,0.0,0.0
199301993491176,DOTZ(다츠) 베이컨듬뿍김치볶음밥,220.0,6.0,10.0,26.4,2.4,480.0,32.0,2.4,0.0,0.0
199301993491212,5가지국산곡물로만든 5가지나물밥,188.0,4.0,5.2,28.4,2.0,216.0,0.0,0.68,0.0,5.6
199301993491213,5가지국산곡물로만든 5가지버섯밥,168.0,4.0,4.0,26.4,3.2,380.0,0.0,0.44,0.0,5.2
199301993491214,5가지국산곡물로만든 소불고기밥,186.0,8.4,5.2,24.4,2.8,332.0,34.0,1.48,0.0,3.6
199301993491220,5가지국산곡물로만든 영양찰약밥,248.0,4.8,8.4,34.8,5.6,256.0,0.0,0.96,0.0,7.2
199301993491221,5가지국산곡물로만든 5가지뿌리채소밥,182.0,2.0,3.6,32.8,3.6,384.0,0.0,0.4,0.0,5.6
199301993491480,KY계란볶음밥,170.0,4.43,3.5,30.0,1.0,430.0,27.63,1.0,0.03,0.0
19930199349614,5분전자렌지 낙지볶음밥,182.0,4.36,1.82,37.09,13.45,305.0,21.82,0.33,0.0,0.0
19930199349617,5분전자렌지 차슈볶음밥,176.0,5.09,2.18,34.18,3.64,284.0,21.82,0.51,0.0,0.0
1993033606018,2배 사과식초,10.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0
19930355028275,A2밀크쿠키,509.0,6.01,23.6,68.11,29.58,218.0,46.7,10.34,0.07,0.0
19930355028276,A2치즈쿠키,527.0,5.76,29.06,60.63,16.49,252.0,12.2,14.21,0.21,0.0
19930355041190,CJ비비고 썰은 배추김치,30.0,2.0,0.0,6.0,0.0,670.0,0.0,0.0,0.0,0.0
19930355227190,FMK밀떡,218.0,5.0,1.2,48.0,1.0,260.0,0.0,0.2,0.0,0.0
19930355227191,FMK쌀떡,220.0,5.0,0.0,50.0,0.0,270.0,0.0,0.0,0.0,0.0
19930383522122,101번지 남산돈까스 전용유,900.0,0.0,98.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
19930383522130,79대포 전용유,895.0,0.03,99.25,0.52,0.0,0.0,0.0,7.8,0.0,0.0
19930383522166,BHC 하이올레익해바라기유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
199304150131195,BERBERINE 베르베린,372.0,2.18,1.45,87.5,12.26,78.0,0.0,1.13,0.0,0.0
19930433257160,MADA 서리태 고단백 영양바,461.0,22.66,20.27,47.03,10.89,0.0,0.0,2.29,0.0,0.0
1993044300938,5가지 곡물을 담은 오곡곤약,13.0,0.5,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0
199304430281008,Fresh 생라멘,275.0,8.0,1.0,58.0,0.0,760.0,0.0,0.0,0.0,0.0
199304430281077,Fresh 생라멘 가는면,275.0,8.0,1.0,58.0,0.0,760.0,0.0,0.0,0.0,0.0
199304430281947,Dining 메밀면,138.0,6.0,0.52,27.2,0.24,144.0,0.0,0.0,0.0,0.0
199304430281955,Dining 메밀장국,110.0,4.0,0.0,24.0,22.0,3840.0,0.0,0.0,0.0,0.0
199304430281956,Dining 비빔양념장,230.0,4.0,1.2,51.0,29.0,1900.0,0.0,0.0,0.0,0.0
199304430281997,(농축)동치미맛 냉면육수,130.0,1.0,0.0,32.0,26.0,4090.0,0.0,0.0,0.0,0.0
199304430281998,(농축)쇠고기맛 냉면육수,125.0,2.0,0.0,29.0,21.0,3770.0,0.0,0.0,0.0,0.0
199304430282541,Fresh 프리미엄 생메밀면 20%,285.0,10.0,1.7,58.0,4.0,560.0,0.0,0.0,0.0,0.0
19930443028525,Fresh 생메밀면,270.0,9.0,1.1,56.0,1.0,610.0,0.0,0.0,0.0,0.0
19930443028772,Fresh 생중화면,275.0,6.0,1.5,59.0,11.0,500.0,0.0,0.0,0.0,0.0
19930443028773,Fresh 생칼국수,280.0,6.0,1.2,61.0,2.0,610.0,0.0,0.0,0.0,0.0
19930443046122,Maxim 에스프레소 T.O.P 스모키 라떼,45.0,0.73,1.45,7.27,7.27,18.0,3.64,0.84,0.0,0.0
19930443046142,Maxim 에스프레소 T.O.P 배럴 에이지드향 커피 마일드,3.0,0.18,0.03,0.37,0.0,3.0,0.0,0.0,0.0,0.0
19930443046143,Maxim 에스프레소 T.O.P 배럴 에이지드향 커피 볼드,3.0,0.13,0.05,0.53,0.0,3.0,0.0,0.0,0.0,0.0
1993044304663,Maxim 에스프레소 T.O.P 마스터 라떼,40.0,0.8,1.13,6.55,6.55,18.0,3.64,0.8,0.0,0.0
1993044304664,Maxim 에스프레소 T.O.P 스위트 아메리카노,17.0,0.0,0.0,4.36,4.0,13.0,0.0,0.0,0.0,0.0
1993044304667,Maxim 에스프레소 T.O.P 더 블랙,3.0,0.0,0.0,0.73,0.0,13.0,0.0,0.0,0.0,0.0
19930461022100,Dole 망고,50.0,0.0,0.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0
19930461022326,BLACK BEAN 검은콩 무가당,32.0,2.9,1.68,2.26,0.32,79.0,0.0,0.26,0.0,1.8
19930461022327,BLACK BEAN 검은콩 고칼슘,63.0,2.9,2.21,7.9,3.68,95.0,0.0,0.37,0.0,0.0
1993046102279,Dole 스위티오 파인애플,50.0,0.0,0.0,12.0,12.0,15.0,0.0,0.0,0.0,0.0
19930472005933,3분똑쌀떡국,242.0,4.02,1.67,52.87,0.52,668.0,0.0,0.75,0.0,0.0
19930472005934,3900물냉면,273.0,6.0,1.7,58.0,10.7,2062.0,0.0,0.3,0.0,0.0
19930472027610,Hanul ponytail radish Vegan kimchi(한울비건총각김치),25.0,2.5,0.0,5.0,2.5,725.0,0.0,0.0,0.0,0.0
19930472027611,Hanul White Vegan Kimchi(한울비건백김치),14.0,0.68,0.22,2.27,0.63,366.0,0.0,0.0,0.0,0.0
19930472027612,Hanul whole cabbage Vegan kimchi(한울비건포기김치),30.0,2.5,0.0,5.0,2.5,438.0,0.0,0.0,0.0,0.0
19930472027614,Hanul cubed radish Vegan kimchi(한울비건깍두기),37.0,1.18,0.23,7.45,2.91,414.0,0.0,0.05,0.0,0.0
19930472027615,Hanul seasoned sliced Vegan Kimchi(한울비건맛김치),30.0,2.5,0.0,5.0,2.5,525.0,0.0,0.0,0.0,0.0
19930472027616,Hanul young radish Vegan kimchi(한울비건열무김치),35.0,2.5,0.0,5.0,2.5,628.0,0.0,0.0,0.0,0.0
19940377084170,Guts(거츠 딸기 크림),496.0,3.3,23.6,67.6,47.9,98.0,8.0,15.7,0.74,0.0
1994037708436,GUTS(거츠),517.0,8.33,28.89,55.56,36.11,97.0,0.0,11.94,0.0,0.0
199404611513513,(신)배터용밀가루,360.0,9.0,1.2,78.0,3.0,10.0,0.0,0.5,0.0,0.0
19940474147356,HK 열대과일베이스,320.0,0.0,0.0,81.0,80.0,10.0,0.0,0.0,0.0,0.0
19940474147376,HK 톡톡청포도베이스,7.0,0.03,0.0,1.7,0.2,6.0,0.0,0.0,0.0,0.0
19940484239109,LOTTE씨리얼,512.0,7.14,26.19,61.9,35.71,179.0,7.14,19.05,0.0,0.0
1994048423996,LOTTE 목캔디 허브,387.0,0.0,0.0,96.71,75.72,2.0,0.0,0.0,0.0,0.0
19940512019107,DAYOAT 누룽지오트밀,375.0,11.0,4.0,75.0,1.0,11.0,0.0,1.0,0.0,0.0
19940512019120,100% 우리쌀누룽지,391.0,6.97,0.93,88.66,0.0,1.0,0.0,0.4,0.02,0.0
1994051201957,3분누룽지,375.0,7.83,0.83,85.0,0.0,28.0,0.0,0.0,0.0,0.0
1994052102341,BBQ맛김,550.0,32.5,30.0,45.0,0.0,170.0,0.0,0.0,0.0,0.0
19940607175303,Mini 약과도넛초코,467.0,3.2,21.1,66.0,31.6,152.0,7.2,9.6,0.1,0.0
19940607175304,Mini 약과도넛,424.0,4.2,12.8,72.9,28.1,186.0,8.6,2.3,0.1,0.0
19940607175314,A원도나쓰,433.0,3.9,15.0,70.7,24.7,237.0,9.6,3.1,0.1,0.0
199503062741255,B.E.L.T샌드위치,209.0,4.92,13.11,18.03,4.1,455.0,43.03,6.15,0.25,0.0
199503062741971,CK)대만식햄치즈&딸기잼샌드,279.0,6.51,12.56,34.88,11.16,512.0,30.23,3.72,0.42,0.0
199503062741972,CK)대만식햄치즈샌드,268.0,7.97,13.28,29.21,6.64,597.0,48.68,4.43,0.4,0.0
199503062741973,CK)불고기모짜렐라랩,225.0,8.0,12.36,21.45,1.82,382.0,18.18,4.73,0.0,0.0
199503062741975,CK)듬뿍에그햄샌드위치,197.0,7.09,10.24,18.9,3.94,409.0,124.02,3.94,0.0,0.0
199503062741976,CK)시저치킨랩샌드위치,181.0,7.77,8.74,18.45,1.29,472.0,17.8,3.56,0.0,0.0
199503062741977,CK)듬뿍햄치즈샌드위치,174.0,8.14,8.53,16.67,3.88,547.0,19.38,4.26,0.27,0.0
199503062742038,BELT샌드위치,219.0,5.84,12.41,20.44,4.38,423.0,51.09,5.84,0.37,0.0
199503062742056,"3,900원스리라차유부김밥",201.0,3.73,8.21,27.98,6.72,586.0,1.87,1.27,0.19,0.0
199503062742057,"3,900원유부초밥&치킨텐더샐러드",168.0,3.93,6.55,23.58,5.24,249.0,4.37,2.14,0.0,0.0
199503062742059,"3,900원롤&단호박샐러드",157.0,2.8,6.08,22.43,5.61,355.0,7.01,0.94,0.0,0.0
199503380154160,4.5호햄버거용빵,258.0,6.15,4.31,49.23,10.77,446.0,0.0,1.85,0.0,0.0
199503380155159,4호번스,260.0,6.0,4.2,48.0,6.0,420.0,0.0,0.0,0.0,0.0
199503380157844,56시간 저온숙성 숙,270.0,6.0,6.0,48.0,9.0,510.0,5.0,2.1,0.0,0.0
199503380158889,BT)감자번,305.0,7.41,10.69,44.83,12.07,414.0,112.07,5.34,0.0,0.0
199503380158904,31가지 곡물&씨앗식빵,289.0,11.0,7.0,49.0,4.0,380.0,0.0,2.8,0.0,7.0
199503380158905,31가지곡물&씨앗프렌치롤,336.0,12.88,14.39,44.7,3.03,485.0,15.15,3.64,0.0,0.0
199503380158929,190번트치즈케익,420.0,5.11,26.67,40.0,27.78,256.0,150.0,8.78,0.0,0.0
199503380158933,31가지곡물&씨앗넛츠베리브레드,360.0,10.62,14.46,50.77,9.23,200.0,7.69,2.77,0.0,7.8
199503380158989,1A 우유로 만든 치즈케익,336.0,5.71,10.0,55.72,32.86,150.0,200.0,3.86,0.0,0.0
199503380158998,1A우유식빵,248.0,6.0,4.0,47.0,7.0,440.0,0.0,1.5,0.0,0.0
199503380159071,Mini 누네띠네 딥초코,388.0,3.33,21.67,45.0,20.0,267.0,8.33,11.67,0.33,0.0
199503380159081,CI밀또띠아9호,269.0,7.6,5.56,47.22,0.44,588.0,0.29,1.9,0.04,0.0
199503380159150,BR)다크초콜릿쿠키생지,462.0,4.76,23.81,57.14,36.19,333.0,42.86,14.29,0.38,0.0
199503380159151,BR)솔티드초콜릿칩쿠키생지,470.0,4.76,23.81,59.05,39.05,257.0,76.19,13.33,0.29,0.0
199503380159161,BS브리오쉬번,276.0,7.27,4.91,50.91,12.73,400.0,45.46,1.64,0.0,0.0
19950364034107,CJ비비고 썰은 배추김치,30.0,2.0,0.0,6.0,3.0,638.0,0.0,0.0,0.0,0.0
19950449002431,LA갈비양념,130.0,2.0,0.0,30.0,26.0,1540.0,0.0,0.0,0.0,0.0
19950464070177,6형제함초발효보리건빵,429.0,9.52,9.52,75.24,18.1,524.0,0.0,4.76,0.0,0.0
19950471042125,CITY DELI 육즙가득 함박스테이크,245.0,8.0,18.67,11.33,6.67,733.0,30.0,6.67,0.13,0.0
19950471042126,CITY DELI 육즙가득 치즈 함박스테이크,281.0,10.0,22.0,10.67,6.67,693.0,36.67,8.0,0.13,0.0
19950471042127,CITY DELI 육즙가득 토마토미트볼,214.0,10.67,14.0,11.33,7.33,647.0,30.0,4.67,0.13,0.0
19950492079580,ASC인증 새우와 국산 채소로 꽉찬 얇은피 새우만두,156.0,8.75,7.92,12.5,2.71,367.0,31.25,2.5,0.0,0.0
1995056903118,"HANARO굿 쫄깃국수(소면,중면)",350.0,9.0,0.0,78.0,3.0,880.0,0.0,0.0,0.0,0.0
1995056903150,CHOICE L 소면,350.0,9.0,0.0,78.0,3.0,1020.0,0.0,0.0,0.0,0.0
1995056903176,JANG NOODLE 장국수 소면,350.0,9.0,0.0,78.0,3.0,1020.0,0.0,0.0,0.0,0.0
19960080359453,5가지 재료로만 만든 부침가루,350.0,9.0,2.3,73.0,4.0,745.0,0.0,0.8,0.0,0.0
19960080359718,5가지 재료로만 만든 메밀부침가루,360.0,10.0,2.1,75.0,1.0,400.0,0.0,0.6,0.0,0.0
19960144406792,5가지 야채 듬뿍 사각어묵,151.0,9.8,3.7,19.5,3.9,599.0,14.3,0.8,0.0,0.0
19960144406914,660 얇은야채사각,179.0,11.2,2.1,28.7,5.3,544.0,16.8,0.1,0.0,0.0
1996016300264,830곤약만두,110.0,4.0,1.71,21.0,1.14,170.0,0.0,0.14,0.0,0.0
19960275012324,6년근 홍삼제리,385.0,0.0,0.0,92.31,69.23,269.0,0.0,0.0,0.0,0.0
19960275012325,6년근 홍삼캔디,429.0,0.0,0.0,100.0,71.43,0.0,0.0,0.0,0.0,0.0
19960372607356,Hy 콜드브루 아메리카노,4.0,0.0,0.0,0.67,0.0,1.0,0.0,0.0,0.0,0.0
19960372607383,Hy 핫브루 마카다미아 모카 라떼,57.0,1.48,1.22,10.0,8.52,31.0,5.56,0.74,0.0,0.0
19960375066298,20곡 참깨스틱,495.0,8.09,20.63,69.08,15.59,438.0,0.0,10.91,0.0,0.0
19960375066304,21곡물가득 참깨건빵,461.0,8.33,13.89,75.56,11.11,392.0,0.0,5.56,0.0,0.0
1996044304727,100% 유기농 야채농장 유기농 과일야채,34.0,0.53,0.0,7.9,6.32,37.0,0.0,0.0,0.0,0.0
1996044304779,100% 유기농 야채농장 ABC,50.0,0.0,0.0,12.63,11.05,21.0,0.0,0.0,0.0,0.0
199604490021882,Chefood 요리킥 어향가지 소스,185.0,1.0,9.0,25.0,19.0,1550.0,0.0,1.3,0.0,0.0
199604490022002,CF Oil 전용유,900.0,0.0,100.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
19960458039580,BABA 블루레몬에이드,45.0,0.0,0.0,11.05,10.0,16.0,0.0,0.0,0.0,0.0
19960458039591,BABA 롱블랙,4.0,0.33,0.0,0.87,0.0,2.0,0.0,0.0,0.0,0.0
19960494020427,7가지 채소가득 우리밀라면,459.0,9.59,17.81,65.75,6.85,1433.0,0.0,8.22,0.0,0.0
199605387849,"""痲""마한맛 초피액젓",134.0,10.5,0.1,23.2,0.0,8218.0,0.0,0.1,0.0,0.0
19960607392380,3꼬치모듬어묵탕,164.0,10.0,2.6,25.0,3.0,564.0,14.0,0.4,0.0,0.0
19970310098271,6년근고려홍삼캔디,394.0,0.5,0.2,97.51,73.59,13.0,0.0,0.05,0.0,0.0
19970355322186,100년가 공화춘 중화면,270.0,6.0,0.9,59.0,0.0,650.0,0.0,0.2,0.0,0.0
19970368029215,DELGA 식혜,300.0,0.0,0.0,74.0,62.0,12.0,0.0,0.0,0.0,0.0
19970368029299,DELGA 수정과,300.0,0.0,0.0,70.0,60.0,25.0,0.0,0.0,0.0,0.0
19970368029301,DELGA 매실,350.0,0.0,0.0,90.0,75.0,25.0,0.0,0.0,0.0,0.0
1997036803688,30일 매일견과,552.0,15.0,33.0,48.0,20.0,0.0,8.0,2.0,0.0,0.0
19970440082241,7곡제면소 버섯들깨탕,39.0,1.8,2.66,1.97,0.22,246.0,0.0,0.21,0.0,0.0
19970440082242,7곡제면소 짬뽕육수,37.0,1.35,1.68,4.09,0.87,74.0,2.13,0.38,0.01,0.0
19970440082245,7곡제면소 진육개장,36.0,2.17,2.33,1.5,0.5,446.0,6.34,0.67,0.0,0.0
19970440082332,Chefood 육개장,24.0,1.8,0.82,2.2,0.6,376.0,4.4,0.16,0.0,0.0
19970443119357,1979 키커바 프로,579.0,10.71,35.71,53.57,39.29,143.0,35.71,32.14,0.0,0.0
199704451441410,24XMAS_샤이닝화이트초코,370.0,4.92,21.38,39.54,28.31,149.0,73.08,11.08,0.14,0.0
199704451441412,24XMAS_카3_라이트닝맥퀸케이크,352.0,4.29,20.0,38.57,28.57,143.0,70.54,9.46,0.11,0.0
19970445144166,6호2단화이트케익,363.0,5.0,24.0,31.0,21.0,144.0,102.0,14.0,0.3,0.0
19970445144173,5호2단초콜릿케익,361.0,4.0,25.0,30.0,20.0,150.0,104.0,12.0,0.3,0.0
199704451444051,24XMAS헬로카봇 펜타스톰X라이프캐논,385.0,4.64,24.35,36.52,25.8,167.0,82.61,12.61,0.13,0.0
199704451444569,24XMAS_윈터좋아!스노우맨,355.0,4.07,23.9,30.85,21.02,127.0,90.68,11.86,0.2,0.0
199704451444627,24XMAS_위시밀크초코케이크,358.0,5.78,20.22,38.33,23.89,130.0,61.11,8.0,0.06,0.0
199704451444630,24XMAS_위시화이트초코케이크,391.0,5.76,24.24,37.72,25.6,185.0,77.27,11.06,0.08,0.0
199704451444634,24XMAS_초코좋아!루돌프_1호,366.0,5.18,21.18,38.59,25.18,113.0,109.41,9.65,0.12,0.0
199704451444637,24XMAS_홀리데이모카케이크,345.0,4.03,20.65,35.97,25.32,169.0,111.29,9.03,0.11,0.0
199704451444650,24XMAS_홀리데이녹차케이크,366.0,4.56,24.74,31.23,21.05,119.0,150.0,12.98,0.21,0.0
199704451444658,24XMAS_해삐!잔망루피산타,343.0,4.9,20.0,35.92,23.47,86.0,103.06,9.59,0.14,0.0
199704451444829,25크리스마스 메리 루돌프,369.0,4.71,22.94,35.89,25.1,92.0,107.86,10.79,0.24,0.0
199704451444834,25X_신데렐라마법의성,367.0,3.17,26.47,29.04,20.74,143.0,79.3,12.69,0.31,0.0
199704451444844,25X_윈터밀크초코케이크,388.0,6.33,21.78,41.55,27.78,193.0,99.44,10.44,0.16,0.0
199704451444848,5!스타케이크,381.0,4.26,24.45,35.93,25.56,154.0,72.23,12.78,0.22,0.0
199704451444874,25X_시나모롤드림볼,375.0,4.17,25.34,32.67,22.67,148.0,75.02,13.17,0.25,0.0
199704451444884,25X_메리루돌프,369.0,4.71,22.94,35.89,25.1,92.0,107.86,10.79,0.22,0.0
199704451444892,25X_헬로우산타,334.0,4.08,19.85,34.92,23.23,141.0,85.18,10.14,0.3,0.0
199704451444893,25X_해피눈사람,373.0,4.03,25.81,31.13,20.65,131.0,88.72,12.9,0.31,0.0
199704451444904,25X_헬로카봇스타가디언케이크,354.0,5.36,21.01,35.94,24.63,178.0,82.59,10.14,0.2,0.0
199704451444913,2026 유니콘 드림,356.0,4.26,23.34,32.23,21.67,176.0,84.27,11.67,0.26,0.0
199704451444931,2026 업비트 위시 케이크,364.0,4.37,23.37,34.07,24.64,163.0,78.85,13.24,0.16,0.0
19970445144956,(수출)띠띠뽀띠띠뽀케이크,465.0,6.41,30.77,40.38,19.23,186.0,89.74,14.1,0.45,0.0
